STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,YearMonth,monthly_avg_temp
GHM00065432,"WENCHI, GH",2017-12-05,0,81,91,72,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-06,0,82,91,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-07,0,80,NA,73,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-08,0,81,NA,71,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-09,0,81,NA,73,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-10,0,80,89,70,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-11,0,78,NA,64,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-12,0,82,91,68,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-13,0,85,93,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-14,0,80,NA,72,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-15,0,83,91,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-17,0,82,NA,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-18,0,83,94,73,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-19,0,80,90,72,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-20,0,83,NA,73,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-21,0,82,92,71,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-22,0,81,89,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-23,0,77,90,65,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-24,0,79,91,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-25,0,80,93,67,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-26,0,78,92,67,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-27,0,82,NA,67,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-28,0,89,94,NA,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2017-12-29,0,78,NA,72,2017-12,81.56870229007633
GHM00065432,"WENCHI, GH",2018-01-01,0,84,NA,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-03,0,83,90,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-04,0,79,NA,68,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-05,0,87,93,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-07,0,78,91,70,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-08,0,85,92,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-10,0,88,94,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-11,0,81,93,63,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-13,0,79,NA,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-14,0,76,NA,66,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-15,0,81,NA,65,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-16,0,86,93,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-17,0,83,92,69,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-18,0,85,96,68,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-19,0,79,95,67,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-20,0,86,95,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-21,0,87,94,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-22,0,88,96,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-23,0,84,92,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-24,0,80,NA,64,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-25,0,85,93,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-26,0,86,94,NA,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-27,0,78,94,64,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-28,0,83,94,67,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-29,0,82,93,66,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-30,0,85,95,63,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-01-31,0,85,NA,67,2018-01,82.11787072243347
GHM00065432,"WENCHI, GH",2018-02-01,0,83,NA,74,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-02,0,85,NA,76,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-03,0,85,94,NA,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-04,0,89,99,78,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-05,0,90,99,74,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-06,0,89,98,73,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-07,0,87,98,NA,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-08,0,85,99,NA,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-09,0,86,99,74,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-10,0,90,98,NA,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-11,0,86,97,74,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-12,0,86,96,72,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-13,0,85,98,73,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-14,0,85,98,74,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-16,0,87,NA,76,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-17,0,85,NA,76,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-18,0,89,97,77,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-19,0,88,99,76,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-22,0,87,NA,75,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-23,0,83,98,75,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-24,0,83,NA,77,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-25,0,89,96,NA,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-26,0,84,NA,NA,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-27,0,84,NA,75,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-02-28,0,81,95,71,2018-02,84.76293103448276
GHM00065432,"WENCHI, GH",2018-03-01,0.12,78,94,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-02,0,89,94,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-03,0,87,96,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-04,0,84,94,74,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-05,0.12,81,NA,70,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-06,0,85,95,70,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-07,0,83,94,73,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-08,0,82,88,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-09,0,83,93,72,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-10,0,78,NA,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-11,0,83,94,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-12,0,86,94,74,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-13,0,83,94,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-14,0.24,84,94,69,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-15,0,84,92,75,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-16,0,80,91,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-17,0,82,90,71,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-18,0,85,92,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-19,0.08,81,94,75,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-21,0,83,92,74,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-22,1.61,81,90,70,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-23,0,80,90,72,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-25,0,84,90,73,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-26,0,83,93,74,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-27,0,86,90,NA,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-28,0,82,90,75,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-29,0,81,NA,75,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-30,0,83,NA,75,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-03-31,0,82,NA,76,2018-03,83.21969696969697
GHM00065432,"WENCHI, GH",2018-04-01,0.12,85,91,74,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-02,0.28,83,89,76,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-03,0,83,NA,76,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-04,0,83,95,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-05,0,88,NA,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-06,0,82,91,74,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-07,0,83,91,75,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-08,0,83,90,76,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-09,0,82,89,74,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-10,0,80,90,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-11,0,83,94,71,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-12,0,83,92,73,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-13,0,80,93,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-14,0,83,91,73,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-15,0,80,NA,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-16,0,80,91,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-17,0.71,81,NA,69,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-18,0,84,92,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-20,0,79,90,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-21,0,81,91,69,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-22,0,83,93,74,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-23,0,83,92,72,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-24,0,84,NA,75,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-25,0,82,NA,75,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-26,0,84,91,73,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-28,0,82,92,NA,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-29,0,85,94,75,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-04-30,0.2,81,90,71,2018-04,83.34801762114537
GHM00065432,"WENCHI, GH",2018-05-02,0,84,NA,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-03,0,84,NA,74,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-05,0,84,96,75,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-06,0,79,88,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-07,0,82,93,72,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-08,0,81,90,75,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-09,0,82,93,70,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-10,0,87,93,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-11,0,76,79,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-12,0,76,NA,71,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-13,0.16,77,87,68,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-14,0,81,NA,71,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-15,0,81,90,72,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-17,0,76,86,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-18,0,76,NA,69,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-19,0,85,91,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-20,0,81,89,75,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-21,0,80,87,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-22,0,82,90,72,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-23,0.08,82,89,75,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-24,0,82,NA,72,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-25,0,80,87,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-26,0,80,87,69,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-27,0,81,89,73,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-28,0,77,NA,NA,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-29,0,80,90,73,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-30,0,80,89,75,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-05-31,0.83,80,89,67,2018-05,80.89243027888446
GHM00065432,"WENCHI, GH",2018-06-01,0,79,85,72,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-02,0,78,NA,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-03,0.47,79,90,72,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-04,0,81,89,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-05,0,81,88,73,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-06,0,75,86,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-07,0,77,NA,69,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-08,0,82,89,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-10,0,81,87,73,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-11,0,83,89,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-12,0,78,NA,73,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-13,0,83,90,74,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-14,0,82,89,74,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-15,1.02,76,NA,69,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-17,0.24,74,NA,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-18,0.12,78,84,73,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-19,0,80,85,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-20,0,77,85,70,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-21,0.24,77,NA,71,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-22,0,76,NA,72,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-23,0,80,87,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-24,0,74,NA,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-25,0,78,85,70,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-26,0,78,87,NA,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-27,0.79,75,NA,69,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-28,0,78,NA,72,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-29,0.43,77,83,70,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-06-30,0,79,87,70,2018-06,79.492
GHM00065432,"WENCHI, GH",2018-07-01,0,75,81,NA,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-03,0,79,NA,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-04,0,78,103,NA,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-05,0,78,84,73,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-07,0,81,NA,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-08,0,76,85,NA,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-09,0,78,87,70,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-10,0.01,76,84,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-11,0.63,78,85,68,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-13,0.2,80,86,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-14,0.24,77,85,70,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-15,0,78,86,70,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-16,0,78,84,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-18,0,79,82,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-19,0,78,87,NA,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-20,0,77,80,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-21,0,77,83,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-22,0,77,81,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-23,0,79,87,NA,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-24,0,78,NA,NA,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-25,0,76,NA,73,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-26,0,76,81,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-27,0,78,NA,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-29,0,79,86,72,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-30,0,79,87,71,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-07-31,0,75,NA,68,2018-07,78.29257641921397
GHM00065432,"WENCHI, GH",2018-08-01,0,78,87,68,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-02,0,74,87,68,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-03,0,75,81,70,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-04,0,77,85,71,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-05,0,79,87,69,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-06,0,79,NA,69,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-07,0,78,80,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-08,0,79,89,69,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-09,0,78,85,71,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-10,0,77,86,70,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-11,0,76,NA,71,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-14,1.5,76,84,69,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-15,0,78,84,70,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-16,0,79,87,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-18,0,78,82,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-19,0,77,85,72,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-20,0,78,88,70,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-21,0,76,82,72,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-22,3.58,75,NA,71,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-23,0,79,82,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-24,0.67,76,82,72,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-25,0,75,82,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-26,0,77,82,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-27,0,78,NA,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-28,0,77,83,71,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-29,0,76,81,72,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-30,0,77,NA,NA,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-08-31,0.51,74,NA,70,2018-08,78.19354838709677
GHM00065432,"WENCHI, GH",2018-09-01,0.16,76,85,71,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-02,0.24,80,86,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-03,0,79,86,72,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-04,0,76,NA,73,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-05,0,78,NA,72,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-07,0,81,87,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-08,0.28,75,81,70,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-10,0,79,87,73,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-11,0,76,NA,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-13,0.04,79,87,70,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-14,0.01,76,NA,70,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-16,0,79,84,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-18,0,78,85,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-19,0,80,87,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-20,0,77,89,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-21,0.02,78,87,72,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-22,0,74,NA,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-23,0,78,86,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-24,0.31,76,NA,67,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-25,0.03,79,87,73,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-27,0.02,75,86,NA,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-28,0.24,78,88,69,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-29,0,74,NA,71,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-09-30,0.51,76,84,73,2018-09,78.56684491978609
GHM00065432,"WENCHI, GH",2018-10-01,0,79,85,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-02,0,77,NA,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-03,0,78,87,72,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-04,0.39,79,85,70,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-05,0,79,87,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-06,0,78,85,74,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-07,0,80,89,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-08,0,79,82,74,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-09,0,78,85,72,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-10,0,79,87,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-13,0,78,87,68,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-14,0,78,NA,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-15,0,80,87,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-16,0.02,77,NA,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-17,0.51,80,90,68,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-18,0,79,88,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-19,0,78,NA,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-20,0.03,78,NA,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-22,0.12,80,NA,72,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-24,0.01,79,NA,71,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-25,0,79,NA,70,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-26,0,82,90,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-27,0,79,NA,72,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-28,0,77,NA,NA,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-29,0.31,79,NA,70,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-30,0,79,NA,72,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-10-31,0,81,NA,72,2018-10,80.20183486238533
GHM00065432,"WENCHI, GH",2018-11-02,0,78,NA,72,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-06,0,86,90,NA,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-07,0,80,92,70,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-09,0,85,NA,73,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-10,0,76,NA,72,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-11,0.79,80,91,NA,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-12,0,81,89,NA,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-13,0,82,NA,72,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-14,0,81,NA,74,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-15,0,80,NA,71,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-16,0,84,92,72,2018-11,82.29787234042553
GHM00065432,"WENCHI, GH",2018-11-17,0,79,90,NA,2018-11,82.29787234042553
